sentence_id,text,aspect_terms,aspect_categories
1964#1,"Ofitsiantga ""qaerda o'tirishimiz va kechki ovqat yeyishimiz mumkin"", deb murojaat qildim, ujavob berdi: barcha stollar band.","[{'from': 0, 'polarity': 'neutral', 'term': 'Ofitsiantga', 'to': 11}
 {'from': 111, 'polarity': 'neutral', 'term': 'stollar', 'to': 118}]","[{'category': 'muhit', 'polarity': 'neutral'}
 {'category': 'xizmat', 'polarity': 'neutral'}]"
1127#1,Bu kafemas yangobod bozori sababini keltiraman.,"[{'from': 3, 'polarity': 'neutral', 'term': 'kafemas', 'to': 10}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2232#2,ular an'anaviy restoran bo'lishni biladilar,"[{'from': 5, 'polarity': 'neutral', 'term': ""an'anaviy restoran"", 'to': 23}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1921#1,norma,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1162#1,Ajoyib milliy o'zbek taomlari.,"[{'from': 14, 'polarity': 'positive', 'term': ""o'zbek taomlari."", 'to': 30}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1907#2,"Men shaxsan tekshirib ko'rmoqchi edim, kiraverishda siz darhol ba'zi (qorong'u va qorong'i) payqashingiz mumkin , men ovqatga buyurtma berdim, men uni sinab ko'rdim va hamma narsani avvalgidek qoldirdim, narxlar bir necha marta yuqori izoh berishga majbur bo'ldim; restoran havaskor edi.","[{'from': 118, 'polarity': 'neutral', 'term': 'ovqatga', 'to': 125}
 {'from': 168, 'polarity': 'neutral', 'term': 'hamma narsani', 'to': 181}
 {'from': 204, 'polarity': 'negative', 'term': 'narxlar', 'to': 211}
 {'from': 265, 'polarity': 'neutral', 'term': 'restoran', 'to': 273}
 {'from': 39, 'polarity': 'neutral', 'term': 'kiraverishda', 'to': 51}]","[{'category': 'ovqat', 'polarity': 'neutral'}
 {'category': 'boshqalar', 'polarity': 'neutral'}
 {'category': 'narx', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'neutral'}]"
2680#1,"Ehtimol, mening yangi sevimli hind restoranim, muammo shundaki, u uydan 5331,5 km uzoqlikda joylashgan.","[{'from': 72, 'polarity': 'negative', 'term': '5331,5 km uzoqlikda', 'to': 91}
 {'from': 30, 'polarity': 'positive', 'term': 'hind restoranim', 'to': 45}]","[{'category': 'boshqalar', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1144#2,Oshxonadagi taomlar mazali va xodimlar samimiy.,"[{'from': 30, 'polarity': 'positive', 'term': 'xodimlar', 'to': 38}
 {'from': 12, 'polarity': 'positive', 'term': 'taomlar', 'to': 19}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2251#1,Pivo - juda zo'r),"[{'from': 0, 'polarity': 'positive', 'term': 'Pivo', 'to': 4}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1595#2,Va xizmat yaxshi.,"[{'from': 3, 'polarity': 'positive', 'term': 'xizmat', 'to': 9}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
537#1,rahmat,"[{'from': 0, 'polarity': 'neutral', 'term': 'rahmat', 'to': 6}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2214#1,Meni osiyolik (koreys)ligim uchun haydab yuborishgan paytlar ham bo‘lgan.,"[{'from': 6, 'polarity': 'negative', 'term': 'siyolik (koreys)ligim', 'to': 27}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
572#1,Mazali oshxona.,"[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2693#9,"Umuman olganda, mutlaqo dahshatli emas, balki haqiqiy hindistoncha ham emas ...","[{'from': 46, 'polarity': 'conflict', 'term': 'haqiqiy hindistoncha', 'to': 66}]","[{'category': 'muhit', 'polarity': 'conflict'}]"
729#1,Xizmat sust,"[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1162#3,"Ko'p odamlar va oilalar bilan gavjum joy, shuning uchun siz yaxshi ovqatlanayotganingizni bilasiz.","[{'from': 67, 'polarity': 'positive', 'term': 'ovqatlanayotganingizni', 'to': 89}
 {'from': 37, 'polarity': 'neutral', 'term': 'joy', 'to': 40}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'neutral'}]"
435#4,Menga qo'y go'shtinig yumshoq va tabiiy ta'mi yoqdi.,"[{'from': 6, 'polarity': 'positive', 'term': ""qo'y go'shtinig"", 'to': 21}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2849#1,Yuqori narxlar ovqat ta'miga mos kelmadi,"[{'from': 7, 'polarity': 'negative', 'term': 'narxlar', 'to': 14}]","[{'category': 'narx', 'polarity': 'negative'}]"
1964#3,G'alati...,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
572#3,"Restoraningizga oilangiz bilan kelganingiz juda yoqimli, yetkazib berish ham bor, hammasi sifatli va qadoqlangan.","[{'from': 82, 'polarity': 'positive', 'term': 'hammasi', 'to': 89}
 {'from': 0, 'polarity': 'positive', 'term': 'Restoraningizga', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'positive'}]"
1339#1,Katta rahmat Ulug'bek aka))),"[{'from': 13, 'polarity': 'positive', 'term': ""Ulug'bek aka"", 'to': 25}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2214#3,"Men tez-tez boradigan joy bo'lgani uchun men odatdagidek bordim, bo'sh o'rindiqlar bor edi, lekin ularning hammasi band edi.","[{'from': 65, 'polarity': 'conflict', 'term': ""bo'sh o'rindiqlar"", 'to': 82}]","[{'category': 'muhit', 'polarity': 'conflict'}]"
1866#4,"Qanday qilib bu restoran bo'lishi mumkinligini bilmayman, hatto kafe nomiga ham loyiq emas.","[{'from': 16, 'polarity': 'negative', 'term': 'restoran', 'to': 24}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1060#4,Chet ellik mehmonlarimiz bunday xizmatdan hayratda qolishdi.,"[{'from': 32, 'polarity': 'positive', 'term': 'xizmatdan', 'to': 41}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
861#2,Xodimlar diqqatli va samimiy.,"[{'from': 0, 'polarity': 'positive', 'term': 'Xodimlar', 'to': 8}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1080#1,Yaxshi kabob,"[{'from': 7, 'polarity': 'positive', 'term': 'kabob', 'to': 12}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1451#1,"Juda mazali, muloyim xodimlar, tavsiya qilaman.","[{'from': 21, 'polarity': 'positive', 'term': 'xodimlar', 'to': 29}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1886#1,Yomon xizmat.,"[{'from': 6, 'polarity': 'negative', 'term': 'xizmat', 'to': 12}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1421#8,Narxlar o'rtacha qiymatdan yuqori.,"[{'from': 0, 'polarity': 'negative', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'negative'}]"
2701#2,Men barcha do'stlarimga tashrif buyurishni maslahat beraman,"[{'from': 43, 'polarity': 'positive', 'term': 'maslahat', 'to': 51}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
824#2,"Tez xizmat, o'rtacha narxlar.","[{'from': 21, 'polarity': 'neutral', 'term': 'narxlar', 'to': 28}
 {'from': 4, 'polarity': 'positive', 'term': 'xizmat', 'to': 10}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'neutral'}]"
1414#1,Super mazali va qulay.,[],"[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'negative'}]"
2539#3,❤,"[{'from': 0, 'polarity': 'positive', 'term': '❤', 'to': 1}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2727#1,Ajoyib restoran.,"[{'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
802#1,To‘y oshini albatta tatib ko‘ring,"[{'from': 0, 'polarity': 'neutral', 'term': 'To‘y oshini', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
490#1,Ajoyib joy.,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1553#6,Biz boshqa kelmaymiz!,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
847#1,O‘zbekistonga kelib guruch yeyish joyini qidirmang.,"[{'from': 34, 'polarity': 'neutral', 'term': 'joyini', 'to': 40}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2762#1,Biz bu yerda taxminan 10 yil oldin kelgan edik: oldin bu joy oddiy kafe edi.,"[{'from': 4, 'polarity': 'neutral', 'term': 'bu yerda', 'to': 12}
 {'from': 61, 'polarity': 'neutral', 'term': 'oddiy kafe', 'to': 71}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
1477#2,Mazali!,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
428#1,Juda rangli yorqin rangli joy,"[{'from': 26, 'polarity': 'positive', 'term': 'joy', 'to': 29}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1818#2,"Biz ofitsiantni chaqirib, 20 daqiqa kutdik.","[{'from': 4, 'polarity': 'neutral', 'term': 'ofitsiantni', 'to': 15}]","[{'category': 'xizmat', 'polarity': 'neutral'}]"
1038#1,"Odamlar soniga qaraganda, bu restoran Toshkent aholisi orasida mashhur.","[{'from': 29, 'polarity': 'positive', 'term': 'restoran', 'to': 37}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2368#2,Men hammaga tashrif buyurishni maslahat beraman,"[{'from': 4, 'polarity': 'neutral', 'term': 'hammaga', 'to': 11}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2837#7,"Umuman olganda, muassasa yorug‘ va ozoda: chekmaydiganlar uchun ham, chekishni yaxshi ko‘radiganlar uchun ham zal mavjud.","[{'from': 16, 'polarity': 'positive', 'term': 'muassasa', 'to': 24}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2581#3,"Yaxshi portsiyalar, mazali taomlar.","[{'from': 27, 'polarity': 'positive', 'term': 'taomlar', 'to': 34}
 {'from': 7, 'polarity': 'positive', 'term': 'portsiyalar', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1361#4,Musiqa ham bor.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Musiqa', 'to': 6}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
1750#1,Samiraga gap yo'q,"[{'from': 0, 'polarity': 'positive', 'term': 'Samiraga', 'to': 8}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1381#1,Ajoyib,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
323#2,"Bu yerga tashrif buyurib, vaqtingizni va pulingizni behuda sarflamang.","[{'from': 26, 'polarity': 'negative', 'term': 'vaqtingizni', 'to': 37}
 {'from': 41, 'polarity': 'negative', 'term': 'pulingizni', 'to': 51}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2892#2,Sharq oshxonasining bir xil taomlari uchun asossiz ortiqcha baho,"[{'from': 20, 'polarity': 'negative', 'term': 'bir xil taomlari', 'to': 36}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
1715#1,Ajoyib va osoyishta oilaviy restoran!,"[{'from': 28, 'polarity': 'positive', 'term': 'restoran', 'to': 36}]","[{'category': 'muhit', 'polarity': 'positive'}]"
375#8,"Bir oz qimmat, lekin bu joy bunga arziydi, ba'zida tashrif buyurish mumkin ...","[{'from': 24, 'polarity': 'conflict', 'term': 'joy', 'to': 27}]","[{'category': 'narx', 'polarity': 'conflict'}]"
791#1,"Ajoyib atmosfera, ajoyib oshxona","[{'from': 7, 'polarity': 'positive', 'term': 'atmosfera', 'to': 16}
 {'from': 25, 'polarity': 'positive', 'term': 'oshxona', 'to': 32}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2426#1,unchalik yaxshi emas,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
340#1,"Bir soat bifshteks kutgandan so'ng, ular uni sovuq holda olib kelishdi.","[{'from': 9, 'polarity': 'negative', 'term': 'bifshteks', 'to': 18}]","[{'category': 'xizmat', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'negative'}]"
1776#2,Deyarli har kuni biz erim bilan u erda tushlik qilamiz va boshqa joyda ovqatlanish fikri hech qachon bo'lmagan.,"[{'from': 65, 'polarity': 'neutral', 'term': 'joyda', 'to': 70}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2463#1,"Chiroyli toza joy, mazali taomlar va ajoyib xizmat","[{'from': 44, 'polarity': 'positive', 'term': 'xizmat', 'to': 50}
 {'from': 14, 'polarity': 'positive', 'term': 'joy', 'to': 17}
 {'from': 26, 'polarity': 'positive', 'term': 'taomlar', 'to': 33}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2087#8,Men Toshkentning qoq markazidagi muhit va ajoyib joyni his qilishni tavsiya qilaman.,"[{'from': 49, 'polarity': 'positive', 'term': 'joyni', 'to': 54}
 {'from': 33, 'polarity': 'positive', 'term': 'muhit', 'to': 38}]","[{'category': 'muhit', 'polarity': 'positive'}]"
305#1,"Hamma narsa mazali edi, portsiyalar katta edi.","[{'from': 0, 'polarity': 'positive', 'term': 'Hamma narsa', 'to': 11}
 {'from': 24, 'polarity': 'positive', 'term': 'portsiyalar', 'to': 35}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1966#1,Juda mazali ayran ),"[{'from': 12, 'polarity': 'positive', 'term': 'ayran', 'to': 17}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1125#1,Juda qulay va taom mazali.,"[{'from': 14, 'polarity': 'positive', 'term': 'taom', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2230#2,"Ular atigi 5 ta mijoz bo'lsa ham xizmat qilish uchun juda uzoq vaqt ketdi, rus barmenlari mehmondo'stlikka mos kelmaydi.","[{'from': 33, 'polarity': 'negative', 'term': 'xizmat', 'to': 39}
 {'from': 75, 'polarity': 'negative', 'term': 'rus barmenlari', 'to': 89}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1923#1,"Ovqatlar ajoyib xodimlar, shuningdek, juda ko'p yordam berishni yaxshi ko'radilar.","[{'from': 0, 'polarity': 'positive', 'term': 'Ovqatlar', 'to': 8}
 {'from': 16, 'polarity': 'positive', 'term': 'xodimlar', 'to': 24}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1160#1,"Ajoyib joy Menga mos, narxlar yoqdi","[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}
 {'from': 22, 'polarity': 'positive', 'term': 'narxlar', 'to': 29}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}]"
1807#5,Rahmat,"[{'from': 0, 'polarity': 'neutral', 'term': 'Rahmat', 'to': 6}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1905#2,Men Afandidagi iskandar kabobni Istanbuldan ko'ra ko'proq yaxshi ko'raman ) ularda ajoyib shokolad ham bor.,"[{'from': 90, 'polarity': 'positive', 'term': 'shokolad', 'to': 98}
 {'from': 15, 'polarity': 'positive', 'term': 'iskandar kabobni', 'to': 31}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2682#1,Yomon konditsioner,"[{'from': 6, 'polarity': 'negative', 'term': 'konditsioner', 'to': 18}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1146#2,"Natijada, biz xohlagan narsani emas, balki bo'lgan narsani yedik.","[{'from': 43, 'polarity': 'neutral', 'term': ""bo'lgan narsani"", 'to': 58}
 {'from': 14, 'polarity': 'negative', 'term': 'xohlagan', 'to': 22}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2266#8,Shuning uchun biz peshtaxtaga o'tirdik.,"[{'from': 18, 'polarity': 'neutral', 'term': 'peshtaxtaga', 'to': 29}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2253#1,"Bu yerda Irlandiya bayrog'ini hisobga olmaganda, irlandcha hech narsa yo'q.","[{'from': 9, 'polarity': 'neutral', 'term': ""Irlandiya bayrog'ini"", 'to': 29}
 {'from': 59, 'polarity': 'negative', 'term': 'hech narsa', 'to': 69}]","[{'category': 'muhit', 'polarity': 'negative'}]"
535#1,Ajoyib hammasi super,"[{'from': 7, 'polarity': 'positive', 'term': 'hammasi', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2332#5,"Nega, o'rtoqlar ?",[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
13#4,Narxlar nisbatan arzon!,"[{'from': 0, 'polarity': 'neutral', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'neutral'}]"
2216#1,"Toshkentda Irlandiya pubini qidirganda, biz haqiqatan ham hafsalamiz pir bo'ldi, chunki bu ощнвф hamma joyda chekishш mumkin.","[{'from': 11, 'polarity': 'negative', 'term': 'Irlandiya pubini', 'to': 27}]","[{'category': 'muhit', 'polarity': 'negative'}]"
570#1,Dahshatli xizmat.,"[{'from': 10, 'polarity': 'negative', 'term': 'xizmat', 'to': 16}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1884#3,"Agar ular salatlarni qanday qilib to'g'ri tayyorlashni bilmasalar, unda ularni menyuga kiritmasliklariga yo'l qo'ymang!","[{'from': 10, 'polarity': 'negative', 'term': 'salatlarni', 'to': 20}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1453#3,Oldinlari kassada juda chiroyli qiz o'tirardi uzr ismini eslolmayman.,"[{'from': 10, 'polarity': 'neutral', 'term': 'kassada', 'to': 17}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
218#1,Hamkasblar bilan qolish uchun yaxshi joy!,"[{'from': 37, 'polarity': 'positive', 'term': 'joy', 'to': 40}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1180#4,"Yagona LEKIN, bitta kassir bor, shuning uchun kassada 15 daqiqagacha turishingiz mumkin, chunki har doim ko'p odamlar bor.","[{'from': 20, 'polarity': 'neutral', 'term': 'kassir', 'to': 28}
 {'from': 106, 'polarity': 'negative', 'term': ""ko'p odamlar"", 'to': 118}
 {'from': 55, 'polarity': 'neutral', 'term': '15 daqiqagacha turishingiz', 'to': 81}]","[{'category': 'xizmat', 'polarity': 'neutral'}
 {'category': 'muhit', 'polarity': 'negative'}]"
90#2,Tavsiya etiladi),[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1608#1,Mazali!!!!,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2972#2,Xodimlar ham samimiy va atmosfera juda qulay.,"[{'from': 25, 'polarity': 'positive', 'term': 'atmosfera', 'to': 34}
 {'from': 0, 'polarity': 'positive', 'term': 'Xodimlar', 'to': 8}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2856#6,Dam olish uchun yoqimli joy!,"[{'from': 25, 'polarity': 'positive', 'term': 'joy', 'to': 28}]","[{'category': 'muhit', 'polarity': 'positive'}]"
28#2,"Hech qanday forma yo'q, siz ofitsiant kim mehmon ekanligini tushunmaysiz.","[{'from': 28, 'polarity': 'negative', 'term': 'ofitsiant', 'to': 37}
 {'from': 12, 'polarity': 'negative', 'term': 'forma', 'to': 17}]","[{'category': 'narx', 'polarity': 'negative'}]"
1224#1,yaxshi joy,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2937#2,Yevropa va Osiyo taomlari aralashmasi.,"[{'from': 17, 'polarity': 'neutral', 'term': 'taomlari', 'to': 25}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
2174#2,To'liq 5 yulduzga loyiq edi,"[{'from': 7, 'polarity': 'positive', 'term': '5 yulduzga', 'to': 17}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1261#1,Alfredo makaronini sinab ko'ring,"[{'from': 0, 'polarity': 'neutral', 'term': 'Alfredo makaronini', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
2911#1,Shinam restoran.,"[{'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
634#1,Ajoyib joy!,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1696#2,Mahalliy aholi uchun.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Mahalliy aholi', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2152#1,Ajoyib atmosfera.,"[{'from': 7, 'polarity': 'positive', 'term': 'atmosfera', 'to': 16}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2583#1,"Juda zo'r joy, haqiqiy, xizmat yaxshi, somsa 👍","[{'from': 10, 'polarity': 'positive', 'term': 'joy', 'to': 13}
 {'from': 24, 'polarity': 'positive', 'term': 'xizmat', 'to': 30}
 {'from': 39, 'polarity': 'positive', 'term': 'somsa', 'to': 44}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
671#1,Bir so'z bilan osh.,"[{'from': 15, 'polarity': 'neutral', 'term': 'osh', 'to': 18}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
2954#1,Mazali.,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
2117#1,Barchamiz zaharlandik.,[],"[{'category': 'ovqat', 'polarity': 'negative'}]"
119#1,Ajoyib cheesecake!,"[{'from': 7, 'polarity': 'positive', 'term': 'cheesecake', 'to': 17}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1752#3,Yaxshi interyer.,"[{'from': 7, 'polarity': 'positive', 'term': 'interyer', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2288#2,"Muloyim xodimlar, o'rtacha narxlar, ajoyib taom, yaxshi pivo.","[{'from': 43, 'polarity': 'positive', 'term': 'taom', 'to': 47}
 {'from': 56, 'polarity': 'positive', 'term': 'pivo', 'to': 60}
 {'from': 8, 'polarity': 'positive', 'term': 'xodimlar', 'to': 16}
 {'from': 27, 'polarity': 'neutral', 'term': 'narxlar', 'to': 34}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'neutral'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
